ID,d_visi,Jūsu dzimums,Vecums,Vecums,Dzimšanas gads,Jūsu ģimenes stāvoklis,"Cik cilvēku dzīvo Jūsu mājsaimniecībā, ieskaitot Jūs","Vai Jūsu ģimenē ir bērni vecumā līdz 18 gadiem (ieskaitot), kuri dzīvo kopā ar Jums?",Jūs dzīvojat…,Kāda ir Jūsu izglītība?,Izglītība,Kāda ir Jūsu tautība?,Tautība,Kādā valodā galvenokārt Jūs runājat ģimenē?,Vai Jums ir LR pilsonība?,Kādā sektorā Jūs strādājat:,Pamatnodarbošanās (Zemnieks pie pašnodarbinātā),Pamatnodarbošanās,Mēneša vidējie ienākumi uz vienu ģimenes locekli (kopējais),Mēneša vidējie ienākumi uz vienu ģimenes locekli (kvintiles),Reģions,Reģions (vēlēš. apg.),Novads,"Lūdzu, atzīmējiet, kurā pilsētā vai pagastā Jūs dzīvojat. Ja Jums ir vairākas dzīvesvietas, lūdzu, atzīmējiet to, kur Jūs dzīvojat visbiežāk.",Apdzīvota vieta,Kādā valodā notika intervija?,Intervijas beigu laiks,Intervijas sākuma laiks,Intervijas datums,Intervijas garums (min),Apdzīvota vieta,"Vai ģimenē, kurā Jūs uzaugāt, bija kādas ar dziedāšanu saistītas tradīcijas (šūpuļdziesmas, jubilāra apsveikšana dziedot, dziedāšana saviesīgos mājas pasākumos, mājas ballītēs, vecāki dziedāja korī u.tml.)?","Lūdzu, atzīmējiet visus apgalvojumus, kuri raksturo Jūsu dziedāšanas paradumus. - Dziedu korī",Dungoju ik uz soļa,Mēdzu dziedāt līdzi vai kā dalībnieks Dziesmu svētku koncertos,Mēdzu dziedāt līdzi citos koncertos,Mēdzu dziedāt pie Jāņu ugunskura,"Dziedu līdzi, kad svinīgos brīžos tiek dziedāta valsts himna","Mēdzu dziedāt, apsveicot jubilāru","Dažkārt mēdzu dziedāt ballītēs, saviesīgos pasākumos",Mēdzu dziedāt dušā,"Dažkārt dziedu vienatnē, attiecīgā garastāvoklī, kad spēlē dziesmu, kura man patīk","Mēdzu dziedāt baznīcā, Dievkalpojumos","Mēdzu dziedāt, braucot automašīnā",Mēdzu dziedāt bērniem/ kopā ar bērniem,Mēdzu dziedāt citās situācijās,Nekad nedziedu,Cik labi Jūs pārzināt latviešu tautasdziesmas?,Kuras trīs no šīm tautasdziesmām Jums patīk vislabāk? - Skaisti dziedi lakstīgala,"Tumša nakte, zaļa zāle","Āvu, āvu baltas kājas",Rīga dimd,"Kur tu skriesi, vanadziņ(i)",Krauklīt’s sēž ozolā,"Pūt, vējiņi",Neviena,Grūti pateikt,"Vai Jūs piekrītat apgalvojumam, ka latvieši ir dziedātāju tauta?","Vai Jūs piekrītat apgalvojumam, ka mūsu dienās latvieši ir mazākā mērā dziedātāju tauta, nekā pusi gadsimta atpakaļ?","Vai, Jūsuprāt, dziedātprasme ir apgūstama?",Vai Jūs vēlētos iemācīties dziedāt labāk?,"Cik Jums ir svarīgi, lai bērni Latvijā turpina dziedāšanas tradīcijas?",weight
18,Visi respondenti,Vīrietis,58.00,55 - 63,1960,Precējies (-usies) vai dzīvo ar partneri,2,Nē,"Savrupmāja, privātmāja",Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Jā,Nestrādā,"Mājsaimniece (-ks), bērna kopšanas atvaļinājums",Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Latgale,Latgale,Preiļu novads,Pelēču pagasts,Lauki,RUS,13.03.2018 19:12,13.03.2018 19:00,13-MAR-2018,12:11:48 priekšp.,Lauku teritorija,Nē,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,0,0,0,0,0,0,1,0,Drīzāk nepiekrītu,Pilnībā piekrītu,"Nē, viss atkarīgs no iedzimtām spējām",Nē,Tas nemaz nav svarīgi,1.089227295
20,Visi respondenti,Vīrietis,42.00,35 - 44,1976,Precējies (-usies) vai dzīvo ar partneri,5,Jā,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,600.00,Eur 500 - Eur 699,Pierīga,Vidzeme,Ādažu novads,Ādažu novads,Lauki,LAT,13.03.2018 19:12,13.03.2018 19:03,13-MAR-2018,12:09:48 priekšp.,Lauku teritorija,Jā,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,1,1,0,0,0,1,0,0,Grūti pateikt,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas drīzāk nav svarīgi,0.923987604
21,Visi respondenti,Sieviete,58.00,55 - 63,1960,Precējies (-usies) vai dzīvo ar partneri,3,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Kurzeme,Kurzeme,Saldus novads,Saldus pagasts,Lauki,LAT,13.03.2018 19:15,13.03.2018 19:06,13-MAR-2018,12:09:37 priekšp.,Lauku teritorija,Jā,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,1,0,1,0,0,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.732748008
22,Visi respondenti,Sieviete,65.00,64 - 75,1953,Atraitnis (-e),2,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,300.00,Eur 251 - Eur 350,Pierīga,Vidzeme,Alojas novads,Brīvzemnieku pagasts,Lauki,LAT,13.03.2018 19:53,13.03.2018 19:07,13-MAR-2018,12:46:26 priekšp.,Lauku teritorija,Jā,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Ļoti labi pārzinu,1,0,0,0,0,1,1,0,0,Pilnībā piekrītu,Pilnībā piekrītu,Jā,Nē,Tas ir drīzāk svarīgi,0.879021219
24,Visi respondenti,Vīrietis,62.00,55 - 63,1956,Šķīries (-usies) vai nedzīvo kopā ar vīru/ sievu,1,Nē,"Savrupmāja, privātmāja",Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Strādnieks, strādā fizisku darbu",Strādājošie,300.00,Eur 251 - Eur 350,Vidzeme,Vidzeme,Līgatnes novads,Līgatnes pagasts,Lauki,LAT,13.03.2018 19:19,13.03.2018 19:09,13-MAR-2018,12:09:47 priekšp.,Lauku teritorija,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,1,0,0,1,0,0,0,0,Pilnībā piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,1.008365442
29,Visi respondenti,Sieviete,45.00,45 - 54,1973,Precējies (-usies) vai dzīvo ar partneri,2,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 19:20,13.03.2018 19:15,13-MAR-2018,12:05:24 priekšp.,Rīga,Jā,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Ļoti labi pārzinu,1,1,1,0,0,0,0,0,0,Pilnībā piekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.785672431
31,Visi respondenti,Sieviete,65.00,64 - 75,1953,Precējies (-usies) vai dzīvo ar partneri,3,Nē,"Savrupmāja, privātmāja",Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Pierīga,Zemgale,Engures novads,Lapmežciema pagasts,Lauki,LAT,14.03.2018 08:19,13.03.2018 19:16,13-MAR-2018,1:02:52 pēcp.,Lauku teritorija,Jā,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,1,1,0,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,Jā,Nē,Tas ir drīzāk svarīgi,0.867150037
32,Visi respondenti,Sieviete,54.00,45 - 54,1964,Atraitnis (-e),2,Jā,"Savrupmāja, privātmāja",Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,98.00,Eur 0 - Eur 250,Vidzeme,Vidzeme,Smiltenes novads,Brantu pagasts,Lauki,LAT,13.03.2018 19:25,13.03.2018 19:16,13-MAR-2018,12:09:17 priekšp.,Lauku teritorija,Jā,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,0,0,1,1,0,0,0,0,Pilnībā piekrītu,Drīzāk piekrītu,Jā,"Jā, un ir konkrēti nodomi vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.982618554
33,Visi respondenti,Vīrietis,36.00,35 - 44,1982,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,Augstākā vai vidējā līmeņa vadītājs,Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Latgale,Latgale,Daugavpils,Daugavpils,Cita pilsēta,LAT,13.03.2018 19:22,13.03.2018 19:18,13-MAR-2018,12:03:38 priekšp.,Lielās pilsētas,Jā,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,0,0,0,0,0,1,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,0.972582309
34,Visi respondenti,Sieviete,60.00,55 - 63,1958,Precējies (-usies) vai dzīvo ar partneri,2,Nē,"Dvīņu māja, rindu māja",Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,300.00,Eur 251 - Eur 350,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 19:29,13.03.2018 19:21,13-MAR-2018,12:08:39 priekšp.,Rīga,Nē,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,0,0,0,0,0,0,1,Drīzāk piekrītu,Drīzāk nepiekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,0.909754718
37,Visi respondenti,Vīrietis,49.00,45 - 54,1969,Neprecējies (-usies),2,Nē,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Krievu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,290.00,Eur 251 - Eur 350,Pierīga,Vidzeme,Ogres novads,Ogres pilsēta,Cita pilsēta,RUS,13.03.2018 19:29,13.03.2018 19:22,13-MAR-2018,12:07:00 priekšp.,Cita pilsēta,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,0,0,0,0,0,1,0,Drīzāk nepiekrītu,Pilnībā piekrītu,"Nē, viss atkarīgs no iedzimtām spējām",Nē,Tas nemaz nav svarīgi,0.89366653
38,Visi respondenti,Sieviete,39.00,35 - 44,1979,Neprecējies (-usies),2,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 19:30,13.03.2018 19:22,13-MAR-2018,12:07:51 priekšp.,Rīga,Jā,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,0,0,0,1,0,0,Pilnībā piekrītu,Pilnība nepiekrītu,Jā,"Jā, un ir konkrēti nodomi vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.81232939
39,Visi respondenti,Vīrietis,48.00,45 - 54,1970,Precējies (-usies) vai dzīvo ar partneri,2,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Kurzeme,Kurzeme,Nīcas novads,Nīcas pagasts,Lauki,LAT,13.03.2018 19:32,13.03.2018 19:24,13-MAR-2018,12:08:13 priekšp.,Lauku teritorija,Jā,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,1,1,0,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.773409569
40,Visi respondenti,Vīrietis,53.00,45 - 54,1965,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Nē,Privātajā sektorā,Augstākā vai vidējā līmeņa vadītājs,Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 19:37,13.03.2018 19:28,13-MAR-2018,12:09:34 priekšp.,Rīga,Jā,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,1,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir ļoti svarīgi,0.960238712
41,Visi respondenti,Vīrietis,63.00,55 - 63,1955,Precējies (-usies) vai dzīvo ar partneri,3,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Cits (-ta),Cits (-ta),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,130.00,Eur 0 - Eur 250,Vidzeme,Vidzeme,Raunas novads,Raunas pagasts,Lauki,LAT,13.03.2018 19:37,13.03.2018 19:28,13-MAR-2018,12:08:29 priekšp.,Lauku teritorija,Jā,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,Ļoti labi pārzinu,1,0,1,1,0,0,0,0,0,Pilnībā piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, un ir konkrēti nodomi vai apņemšanās to darīt",Tas ir ļoti svarīgi,1.184163597
